#Mapping file for Veto PMT in WP Sphere and Bottom PMTs.
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20241223.
#A total of 2399 PMTs were actually installed in Sphere and 5 PMTs were installed in Bottom , more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F.
#CopyNo, SphereOrWall(0=Sphere 1=Wall), NorthOrSouth(0=North 1=South), LayerNo, WindowNo, PositionNo, PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), LargeOrSmall(0=Large 1=Small), GCU, Channel(0-2), X, Y, Z, Theta, Phi
50253,0,0,7,25,1,2,0,2488,1,-3382.37,11057.08,16958.88,34.2868,107.0089
50254,0,0,7,25,2,2,0,2488,2,-3907.07,12024.72,16159.16,38.041,108.0
50255,0,0,7,26,1,2,0,1083,1,-5778.59,10008.72,16961.85,34.2689,120.0002
50256,0,0,7,26,2,2,0,2521,0,-6321.81,10949.6,16159.16,38.041,120.0002
50257,0,0,7,27,1,2,0,1056,1,-7733.24,8588.567,16961.85,34.2689,132.0002
50258,0,0,7,27,2,2,0,2495,0,-8460.21,9395.947,16159.16,38.041,132.0002
50259,0,0,7,28,1,2,0,2710,1,-9349.91,6793.055,16961.85,34.2689,144.0002
50260,0,0,7,28,2,2,0,1072,0,-10228.9,7431.645,16159.16,38.041,144.0003
50261,0,0,7,29,1,2,0,1196,1,-10558.0,4700.654,16961.85,34.269,156.0003
50262,0,0,7,29,2,2,0,7230,0,-11550.5,5142.545,16159.16,38.041,156.0003
50263,0,0,7,30,1,2,0,7071,1,-11304.6,2402.811,16961.85,34.269,168.0003
50264,0,0,7,30,2,2,0,7309,0,-12367.3,2628.691,16159.16,38.0411,168.0003
50265,0,0,6,1,1,2,0,7234,0,-13731.8,-493.035,15236.72,42.0445,-177.9437
50266,0,0,6,1,2,2,0,7234,2,-14257.0,520.6358,14723.06,44.0977,177.9086
50267,0,0,6,1,3,2,0,7234,1,-14257.0,-720.634,14723.06,44.1152,-177.1064
50268,0,0,6,1,4,2,0,7358,0,-14782.3,518.9743,14209.31,46.1499,177.9893
50269,0,0,6,2,1,2,0,1067,2,-13616.7,-2191.37,15194.76,42.2292,-170.8576
50270,0,0,6,2,2,2,0,1067,1,-13330.7,-3536.58,15194.76,42.2291,-165.1419
50271,0,0,6,2,3,2,0,7327,0,-14577.6,-2395.63,14233.88,46.065,-170.6676
50272,0,0,6,2,4,2,0,7327,1,-14291.7,-3740.84,14233.88,46.0651,-165.332
50273,0,0,6,3,1,2,0,0960,2,-12863.5,-4974.55,15194.76,42.2292,-158.8576
50274,0,0,6,3,2,2,0,0960,1,-12304.1,-6230.91,15194.76,42.2291,-153.1419
50275,0,0,6,3,3,2,0,7399,0,-13761.0,-5374.13,14233.88,46.0651,-158.6677
50276,0,0,6,3,4,2,0,7399,1,-13201.6,-6630.5,14233.88,46.0651,-153.3319
50277,0,0,6,4,1,2,0,0934,2,-11548.1,-7540.31,15194.76,42.2291,-146.8575
50278,0,0,6,4,2,2,0,0934,1,-10739.8,-8652.92,15194.76,42.2292,-141.142
50279,0,0,6,4,3,2,0,1015,0,-12342.9,-8117.77,14233.88,46.065,-146.6676
50280,0,0,6,4,4,2,0,1015,1,-11534.6,-9230.37,14233.88,46.0651,-141.332
50281,0,0,6,5,1,2,0,2325,2,-9728.06,-9776.53,15194.76,42.2292,-134.8576
50282,0,0,6,5,2,2,0,2325,1,-8706.04,-10696.8,15194.76,42.2292,-129.1419
50283,0,0,6,5,3,2,0,2730,0,-10385.4,-10506.6,14233.88,46.065,-134.6676
50284,0,0,6,5,4,2,0,2730,1,-9363.4,-11426.8,14233.88,46.065,-129.332
50285,0,0,6,6,1,2,0,2736,2,-7482.82,-11585.5,15194.76,42.2292,-122.8575
50286,0,0,6,6,2,2,0,2736,1,-6291.81,-12273.1,15194.76,42.2292,-117.142
50287,0,0,6,6,3,2,0,2154,0,-7974.03,-12436.3,14233.88,46.0651,-122.6676
50288,0,0,6,6,4,2,0,2154,1,-6783.01,-13123.9,14233.88,46.0651,-117.3319
50289,0,0,6,7,1,2,0,2887,0,-3774.46,-13212.1,15236.72,42.0446,-105.9437
50290,0,0,6,7,2,2,0,2887,2,-4900.81,-13398.3,14723.06,44.0977,-110.0914
50291,0,0,6,7,3,2,0,2887,1,-3720.29,-13781.9,14723.06,44.1152,-105.1064
50292,0,0,6,7,4,2,0,2496,0,-5061.54,-13898.4,14209.31,46.1498,-110.0107
50293,0,0,6,8,1,2,0,7628,2,-2123.66,-13627.4,15194.76,42.2292,-98.8576
50294,0,0,6,8,2,2,0,7628,1,-755.937,-13771.1,15194.76,42.2291,-93.142
50295,0,0,6,8,3,2,0,7632,0,-2226.35,-14604.4,14233.88,46.065,-98.6677
50296,0,0,6,8,4,2,0,7632,1,-858.624,-14748.2,14233.88,46.0651,-93.3319
50297,0,0,6,9,1,2,0,7679,2,756.0366,-13771.1,15194.76,42.2291,-86.8576
50298,0,0,6,9,2,2,0,7679,1,2123.762,-13627.4,15194.76,42.2292,-81.142
50299,0,0,6,9,3,2,0,7659,0,858.7306,-14748.2,14233.88,46.0651,-86.6677
50300,0,0,6,9,4,2,0,7659,1,2226.456,-14604.4,14233.88,46.065,-81.3319
50301,0,0,6,10,1,2,0,2311,2,3602.695,-13313.0,15194.76,42.2291,-74.8576
50302,0,0,6,10,2,2,0,2311,1,4910.643,-12888.0,15194.76,42.2291,-69.1419
50303,0,0,6,10,3,2,0,7677,0,3906.281,-14247.3,14233.88,46.065,-74.6676
50304,0,0,6,10,4,2,0,7677,1,5214.23,-13822.4,14233.88,46.0651,-69.332
50305,0,0,6,11,1,2,0,2537,2,6291.898,-12273.0,15194.76,42.2291,-62.8575
50306,0,0,6,11,2,2,0,2537,1,7482.905,-11585.4,15194.76,42.2291,-57.1419
50307,0,0,6,11,3,2,0,2180,0,6783.109,-13123.8,14233.88,46.065,-62.6676
50308,0,0,6,11,4,2,0,2180,1,7974.116,-12436.2,14233.88,46.065,-57.3319
50309,0,0,6,12,1,2,0,1357,2,8706.115,-10696.7,15194.76,42.2292,-50.8576
50310,0,0,6,12,2,2,0,1357,1,9728.129,-9776.46,15194.76,42.2292,-45.142
50311,0,0,6,12,3,2,0,2692,0,9363.482,-11426.8,14233.88,46.0651,-50.6677
50312,0,0,6,12,4,2,0,2692,1,10385.5,-10506.5,14233.88,46.065,-45.3318
50313,0,0,6,13,1,2,0,3241,0,11399.08,-7672.49,15236.72,42.0446,-33.9437
50314,0,0,6,13,2,2,0,3241,2,11228.12,-8801.25,14723.06,44.0977,-38.0914
50315,0,0,6,13,3,2,0,3241,1,11957.72,-7797.04,14723.06,44.1151,-33.1064
50316,0,0,6,13,4,2,0,4184,0,11654.06,-9108.65,14209.31,46.1498,-38.0107
50317,0,0,6,14,1,2,0,7162,2,12304.17,-6230.82,15194.76,42.2292,-26.8576
50318,0,0,6,14,2,2,0,7162,1,12863.53,-4974.45,15194.76,42.2292,-21.142
50319,0,0,6,14,3,2,0,1020,0,13201.65,-6630.4,14233.88,46.0651,-26.6676
50320,0,0,6,14,4,2,0,1020,1,13761.01,-5374.04,14233.88,46.065,-21.332
50321,0,0,6,15,1,2,0,7517,2,13330.75,-3536.48,15194.76,42.2292,-14.8576
50322,0,0,6,15,2,2,0,7517,1,13616.68,-2191.27,15194.76,42.2292,-9.142
50323,0,0,6,15,3,2,0,2750,0,14291.7,-3740.73,14233.88,46.065,-14.6676
50324,0,0,6,15,4,2,0,2750,1,14577.63,-2395.52,14233.88,46.0651,-9.3319
50325,0,0,6,16,1,2,0,7339,2,13774.72,-687.58,15194.76,42.2292,-2.8576
50326,0,0,6,16,2,2,0,7339,1,13774.71,687.6796,15194.76,42.2292,2.858
50327,0,0,6,16,3,2,0,7237,0,14757.14,-687.577,14233.88,46.0651,-2.6676
50328,0,0,6,16,4,2,0,7237,1,14757.13,687.6833,14233.88,46.0651,2.6681
50329,0,0,6,17,1,2,0,1002,2,13616.67,2191.37,15194.76,42.2292,9.1424
50330,0,0,6,17,2,2,0,1002,1,13330.73,3536.576,15194.76,42.2292,14.858
50331,0,0,6,17,3,2,0,1036,0,14577.61,2395.629,14233.88,46.0651,9.3324
50332,0,0,6,17,4,2,0,1036,1,14291.67,3740.836,14233.88,46.065,14.6681
50333,0,0,6,18,1,2,0,0730,2,12863.5,4974.547,15194.76,42.2292,21.1424
50334,0,0,6,18,2,2,0,0730,1,12304.12,6230.908,15194.76,42.2292,26.858
50335,0,0,6,18,3,2,0,2535,0,13760.98,5374.135,14233.88,46.0651,21.3324
50336,0,0,6,18,4,2,0,2535,1,13201.6,6630.495,14233.88,46.065,26.6681
50337,0,0,6,19,1,2,0,0965,0,10819.48,8470.237,15236.72,42.0446,38.0563
50338,0,0,6,19,2,2,0,0965,2,11840.17,7958.845,14723.06,44.0977,33.9086
50339,0,0,6,19,3,2,0,0965,1,11110.57,8963.053,14723.06,44.1152,38.8936
50340,0,0,6,19,4,2,0,1128,0,12264.15,8268.937,14209.31,46.1498,33.9893
50341,0,0,6,20,1,2,0,2159,2,9728.059,9776.531,15194.76,42.2292,45.1424
50342,0,0,6,20,2,2,0,2159,1,8706.038,10696.76,15194.76,42.2292,50.858
50343,0,0,6,20,3,2,0,4533,0,10385.42,10506.61,14233.88,46.0651,45.3324
50344,0,0,6,20,4,2,0,4533,1,9363.399,11426.83,14233.88,46.065,50.668
50345,0,0,6,21,1,2,0,2336,2,7482.822,11585.47,15194.76,42.2292,57.1424
50346,0,0,6,21,2,2,0,2336,1,6291.809,12273.09,15194.76,42.2292,62.858
50347,0,0,6,21,3,2,0,3098,0,7974.026,12436.27,14233.88,46.0651,57.3324
50348,0,0,6,21,4,2,0,3098,1,6783.014,13123.89,14233.88,46.0651,62.6681
50349,0,0,6,22,1,2,0,7683,2,4910.55,12888.06,15194.76,42.2292,69.1424
50350,0,0,6,22,2,2,0,7683,1,3602.599,13313.04,15194.76,42.2292,74.858
50351,0,0,6,22,3,2,0,2518,0,5214.13,13822.4,14233.88,46.0651,69.3324
50352,0,0,6,22,4,2,0,2518,1,3906.178,14247.37,14233.88,46.0651,74.6681
50353,0,0,6,23,1,2,0,7627,2,2123.664,13627.39,15194.76,42.2292,81.1424
50354,0,0,6,23,2,2,0,7627,1,755.9373,13771.14,15194.76,42.2292,86.858
50355,0,0,6,23,3,2,0,5502,0,2226.351,14604.42,14233.88,46.065,81.3324
50356,0,0,6,23,4,2,0,5502,1,858.624,14748.17,14233.88,46.0651,86.6681
50357,0,0,6,24,1,2,0,7623,2,-756.037,13771.13,15194.76,42.2292,93.1424
50358,0,0,6,24,2,2,0,7623,1,-2123.76,13627.37,15194.76,42.2292,98.858
50359,0,0,6,24,3,2,0,7665,0,-858.731,14748.17,14233.88,46.0651,93.3324
50360,0,0,6,24,4,2,0,7665,1,-2226.46,14604.41,14233.88,46.0651,98.6681
50361,0,0,6,25,1,2,0,7662,0,-4712.27,12907.38,15236.72,42.0445,110.0563
50362,0,0,6,25,2,2,0,7662,2,-3910.5,13720.09,14723.06,44.0977,105.9086
50363,0,0,6,25,3,2,0,7662,1,-5091.02,13336.51,14723.06,44.1151,110.8936
50364,0,0,6,25,4,2,0,7680,0,-4074.4,14219.14,14209.31,46.1498,105.9893
50365,0,0,6,26,1,2,0,2521,2,-6291.9,12273.05,15194.76,42.2292,117.1424
50366,0,0,6,26,2,2,0,2521,1,-7482.91,11585.41,15194.76,42.2292,122.858
50367,0,0,6,26,3,2,0,2469,0,-6783.11,13123.84,14233.88,46.0651,117.3324
50368,0,0,6,26,4,2,0,2469,1,-7974.12,12436.21,14233.88,46.0651,122.6681
50369,0,0,6,27,1,2,0,2495,2,-8706.11,10696.69,15194.76,42.2292,129.1424
50370,0,0,6,27,2,2,0,2495,1,-9728.13,9776.461,15194.76,42.2292,134.858
50371,0,0,6,27,3,2,0,2199,0,-9363.48,11426.77,14233.88,46.0651,129.3323
50372,0,0,6,27,4,2,0,2199,1,-10385.5,10506.53,14233.88,46.0651,134.6681
50373,0,0,6,28,1,2,0,1072,2,-10739.8,8652.842,15194.76,42.2291,141.1423
50374,0,0,6,28,2,2,0,1072,1,-11548.2,7540.23,15194.76,42.2292,146.8581
50375,0,0,6,28,3,2,0,2592,0,-11534.6,9230.288,14233.88,46.065,141.3323
50376,0,0,6,28,4,2,0,2592,1,-12343.0,8117.676,14233.88,46.0651,146.6681
50377,0,0,6,29,1,2,0,7230,2,-12304.2,6230.819,15194.76,42.2292,153.1424
50378,0,0,6,29,2,2,0,7230,1,-12863.5,4974.455,15194.76,42.2291,158.858
50379,0,0,6,29,3,2,0,1197,1,-13201.7,6630.4,14233.88,46.0651,153.3324
50380,0,0,6,29,4,2,0,1197,0,-13761.0,5374.036,14233.88,46.065,158.668
50381,0,0,6,30,1,2,0,7309,2,-13330.8,3536.48,15194.76,42.2293,165.1424
50382,0,0,6,30,2,2,0,7309,1,-13616.7,2191.272,15194.76,42.2292,170.858
50383,0,0,6,30,3,2,0,7528,0,-14291.7,3740.732,14233.88,46.0651,165.3324
50384,0,0,6,30,4,2,0,7528,1,-14577.6,2395.524,14233.88,46.065,170.668
50385,0,0,5,1,1,2,0,7358,2,-15706.5,778.4249,13169.0,50.0567,177.1627
50386,0,0,5,1,2,2,0,7358,1,-16176.5,778.4249,12557.36,52.2109,177.245
50387,0,0,5,1,3,2,0,6541,0,-16176.5,-838.187,12557.36,52.216,-177.0339
50388,0,0,5,1,4,2,0,6541,1,-16646.5,-838.187,11945.72,54.3707,-177.1175
50389,0,0,5,2,1,2,0,7327,2,-15563.9,-2497.17,13121.43,50.2253,-170.8848
50390,0,0,5,2,2,2,0,7532,0,-15234.1,-4048.77,13121.43,50.2252,-165.1165
50391,0,0,5,2,3,2,0,7532,2,-16426.8,-2680.58,11973.47,54.2694,-170.732
50392,0,0,5,2,4,2,0,7532,1,-16097.0,-4232.19,11973.47,54.2694,-165.2693
50393,0,0,5,3,1,2,0,7399,2,-14704.6,-5678.52,13121.43,50.2253,-158.8848
50394,0,0,5,3,2,2,0,0872,0,-14059.4,-7127.65,13121.43,50.2252,-153.1165
50395,0,0,5,3,3,2,0,0872,2,-15510.5,-6037.33,11973.47,54.2694,-158.7319
50396,0,0,5,3,4,2,0,0872,1,-14865.3,-7486.46,11973.47,54.2693,-153.2693
50397,0,0,5,4,1,2,0,1015,2,-13202.7,-8611.7,13121.43,50.2254,-146.8849
50398,0,0,5,4,2,2,0,2614,0,-12270.3,-9895.02,13121.43,50.2253,-141.1166
50399,0,0,5,4,3,2,0,2614,2,-13916.4,-9130.22,11973.47,54.2695,-146.7321
50400,0,0,5,4,4,2,0,2614,1,-12984.0,-10413.5,11973.47,54.2694,-141.2695
50401,0,0,5,5,1,2,0,2730,2,-11123.7,-11168.5,13121.43,50.2253,-134.8849
50402,0,0,5,5,2,2,0,2268,0,-9944.87,-12229.9,13121.43,50.2253,-129.1166
50403,0,0,5,5,3,2,0,2268,2,-11714.0,-11824.1,11973.47,54.2695,-134.732
50404,0,0,5,5,4,2,0,2268,1,-10535.1,-12885.5,11973.47,54.2694,-129.2692
50405,0,0,5,6,1,2,0,2154,2,-8558.56,-13237.2,13121.43,50.2254,-122.8848
50406,0,0,5,6,2,2,0,2622,0,-7184.8,-14030.3,13121.43,50.2253,-117.1166
50407,0,0,5,6,3,2,0,2622,2,-8999.63,-14001.2,11973.47,54.2695,-122.7319
50408,0,0,5,6,4,2,0,2622,1,-7625.88,-14794.3,11973.47,54.2694,-117.2693
50409,0,0,5,7,1,2,0,2496,2,-5593.89,-14697.2,13169.0,50.0566,-110.8373
50410,0,0,5,7,2,2,0,2496,1,-5739.13,-15144.2,12557.36,52.2109,-110.755
50411,0,0,5,7,3,2,0,7629,0,-4201.65,-15643.8,12557.36,52.2161,-105.0338
50412,0,0,5,7,4,2,0,7629,1,-4346.89,-16090.8,11945.72,54.3707,-105.1175
50413,0,0,5,8,1,2,0,7632,2,-2434.58,-15573.9,13121.43,50.2254,-98.8848
50414,0,0,5,8,2,2,0,7618,0,-856.996,-15739.7,13121.43,50.2254,-93.1166
50415,0,0,5,8,3,2,0,7618,2,-2526.78,-16451.2,11973.47,54.2695,-98.732
50416,0,0,5,8,4,2,0,7618,1,-949.203,-16617.0,11973.47,54.2694,-93.2693
50417,0,0,5,9,1,2,0,7659,2,856.6124,-15739.7,13121.43,50.2253,-86.8848
50418,0,0,5,9,2,2,0,7664,0,2434.192,-15573.9,13121.43,50.2253,-81.1166
50419,0,0,5,9,3,2,0,7664,2,948.8259,-16617.0,11973.47,54.2694,-86.732
50420,0,0,5,9,4,2,0,7664,1,2526.405,-16451.2,11973.47,54.2694,-81.2693
50421,0,0,5,10,1,2,0,7677,2,4110.363,-15217.7,13121.43,50.2254,-74.8849
50422,0,0,5,10,2,2,0,2381,0,5618.994,-14727.5,13121.43,50.2254,-69.1166
50423,0,0,5,10,3,2,0,2381,2,4382.967,-16056.6,11973.47,54.2694,-74.7319
50424,0,0,5,10,4,2,0,2381,1,5891.597,-15566.4,11973.47,54.2693,-69.2693
50425,0,0,5,11,1,2,0,2180,2,7184.471,-14030.5,13121.43,50.2253,-62.8848
50426,0,0,5,11,2,2,0,2344,0,8558.219,-13237.4,13121.43,50.2253,-57.1166
50427,0,0,5,11,3,2,0,2344,2,7625.551,-14794.5,11973.47,54.2694,-62.732
50428,0,0,5,11,4,2,0,2344,1,8999.298,-14001.4,11973.47,54.2695,-57.2694
50429,0,0,5,12,1,2,0,2692,2,9944.584,-12230.2,13121.43,50.2254,-50.8849
50430,0,0,5,12,2,2,0,3929,0,11123.41,-11168.8,13121.43,50.2253,-45.1167
50431,0,0,5,12,3,2,0,3929,2,10534.86,-12885.8,11973.47,54.2695,-50.7321
50432,0,0,5,12,4,2,0,3929,1,11713.69,-11824.3,11973.47,54.2694,-45.2692
50433,0,0,5,13,1,2,0,4184,2,12249.25,-9861.79,13169.0,50.0566,-38.8373
50434,0,0,5,13,2,2,0,4184,1,12629.5,-10138.1,12557.36,52.2109,-38.7551
50435,0,0,5,13,3,2,0,1519,0,13579.73,-8830.19,12557.36,52.216,-33.0338
50436,0,0,5,13,4,2,0,1519,1,13959.98,-9106.46,11945.72,54.3707,-33.1175
50437,0,0,5,14,1,2,0,1020,2,14059.3,-7128.01,13121.43,50.2254,-26.8848
50438,0,0,5,14,2,2,0,1068,0,14704.48,-5678.88,13121.43,50.2253,-21.1166
50439,0,0,5,14,3,2,0,1068,2,14865.18,-7486.81,11973.47,54.2694,-26.732
50440,0,0,5,14,4,2,0,1068,1,15510.37,-6037.68,11973.47,54.2694,-21.2693
50441,0,0,5,15,1,2,0,2750,2,15234.06,-4049.15,13121.43,50.2253,-14.8848
50442,0,0,5,15,2,2,0,7294,0,15563.86,-2497.54,13121.43,50.2253,-9.1166
50443,0,0,5,15,3,2,0,7294,2,16096.94,-4232.56,11973.47,54.2694,-14.732
50444,0,0,5,15,4,2,0,7294,1,16426.74,-2680.95,11973.47,54.2694,-9.2693
50445,0,0,5,16,1,2,0,7237,2,15743.03,-793.328,13121.43,50.2254,-2.8848
50446,0,0,5,16,2,2,0,7297,0,15743.02,792.942,13121.43,50.2253,2.8834
50447,0,0,5,16,3,2,0,7297,2,16625.18,-793.325,11973.47,54.2694,-2.732
50448,0,0,5,16,4,2,0,7297,1,16625.18,792.9453,11973.47,54.2694,2.7307
50449,0,0,5,17,1,2,0,1036,2,15563.95,2497.168,13121.43,50.2254,9.1152
50450,0,0,5,17,2,2,0,4344,0,15234.14,4048.773,13121.43,50.2253,14.8834
50451,0,0,5,17,3,2,0,4344,2,16426.82,2680.581,11973.47,54.2694,9.268
50452,0,0,5,17,4,2,0,4344,1,16097.01,4232.186,11973.47,54.2694,14.7307
50453,0,0,5,18,1,2,0,2535,2,14704.65,5678.525,13121.43,50.2254,21.1152
50454,0,0,5,18,2,2,0,2308,0,14059.45,7127.652,13121.43,50.2253,26.8834
50455,0,0,5,18,3,2,0,2308,2,15510.53,6037.332,11973.47,54.2694,21.268
50456,0,0,5,18,4,2,0,2308,1,14865.33,7486.46,11973.47,54.2694,26.7307
50457,0,0,5,19,1,2,0,1128,2,13164.34,8602.269,13169.0,50.0566,33.1627
50458,0,0,5,19,2,2,0,1128,1,13544.6,8878.54,12557.36,52.2109,33.245
50459,0,0,5,19,3,2,0,1201,0,12594.38,10186.41,12557.36,52.216,38.9661
50460,0,0,5,19,4,2,0,1201,1,12974.63,10462.68,11945.72,54.3707,38.8825
50461,0,0,5,20,1,2,0,4533,2,11123.7,11168.51,13121.43,50.2253,45.1152
50462,0,0,5,20,2,2,0,2212,0,9944.867,12229.93,13121.43,50.2253,50.8834
50463,0,0,5,20,3,2,0,2212,2,11713.97,11824.08,11973.47,54.2694,45.268
50464,0,0,5,20,4,2,0,2212,1,10535.14,12885.5,11973.47,54.2694,50.7307
50465,0,0,5,21,1,2,0,3098,2,8558.556,13237.2,13121.43,50.2253,57.1152
50466,0,0,5,21,2,2,0,2429,0,7184.803,14030.33,13121.43,50.2253,62.8834
50467,0,0,5,21,3,2,0,2429,2,8999.63,14001.17,11973.47,54.2694,57.268
50468,0,0,5,21,4,2,0,2429,1,7625.877,14794.3,11973.47,54.2694,62.7307
50469,0,0,5,22,1,2,0,2518,2,5619.363,14727.36,13121.43,50.2254,69.1152
50470,0,0,5,22,2,2,0,7616,0,4110.728,15217.54,13121.43,50.2253,74.8834
50471,0,0,5,22,3,2,0,7616,2,5891.96,15566.34,11973.47,54.2694,69.268
50472,0,0,5,22,4,2,0,7616,1,4383.326,16056.51,11973.47,54.2694,74.7307
50473,0,0,5,23,1,2,0,5502,2,2434.576,15573.86,13121.43,50.2253,81.1152
50474,0,0,5,23,2,2,0,7674,0,856.9956,15739.66,13121.43,50.2253,86.8834
50475,0,0,5,23,3,2,0,7674,2,2526.783,16451.18,11973.47,54.2694,81.268
50476,0,0,5,23,4,2,0,7674,1,949.2025,16616.99,11973.47,54.2694,86.7307
50477,0,0,5,24,1,2,0,7665,2,-856.612,15739.71,13121.43,50.2253,93.1152
50478,0,0,5,24,2,2,0,7626,0,-2434.19,15573.89,13121.43,50.2253,98.8834
50479,0,0,5,24,3,2,0,7626,2,-948.826,16617.03,11973.47,54.2694,93.268
50480,0,0,5,24,4,2,0,7626,1,-2526.41,16451.22,11973.47,54.2694,98.7307
50481,0,0,5,25,1,2,0,7680,2,-4113.24,15178.28,13169.0,50.0566,105.1627
50482,0,0,5,25,2,2,0,7680,1,-4258.48,15625.3,12557.36,52.2109,105.245
50483,0,0,5,25,3,2,0,7630,0,-5795.97,15125.74,12557.36,52.216,110.9661
50484,0,0,5,25,4,2,0,7630,1,-5941.22,15572.75,11945.72,54.3707,110.8825
50485,0,0,5,26,1,2,0,2469,2,-7184.47,14030.53,13121.43,50.2254,117.1152
50486,0,0,5,26,2,2,0,6142,0,-8558.22,13237.39,13121.43,50.2253,122.8834
50487,0,0,5,26,3,2,0,6142,2,-7625.55,14794.49,11973.47,54.2694,117.268
50488,0,0,5,26,4,2,0,6142,1,-8999.3,14001.35,11973.47,54.2694,122.7307
50489,0,0,5,27,1,2,0,2199,2,-9944.58,12230.19,13121.43,50.2253,129.1152
50490,0,0,5,27,2,2,0,2598,0,-11123.4,11168.76,13121.43,50.2253,134.8834
50491,0,0,5,27,3,2,0,2598,2,-10534.9,12885.76,11973.47,54.2695,129.2681
50492,0,0,5,27,4,2,0,2598,1,-11713.7,11824.33,11973.47,54.2694,134.7307
50493,0,0,5,28,1,2,0,2592,2,-12270.1,9895.335,13121.43,50.2254,141.1152
50494,0,0,5,28,2,2,0,0973,0,-13202.5,8612.012,13121.43,50.2254,146.8835
50495,0,0,5,28,3,2,0,0973,2,-12983.7,10413.85,11973.47,54.2694,141.2679
50496,0,0,5,28,4,2,0,0973,1,-13916.1,9130.527,11973.47,54.2693,146.7306
50497,0,0,5,29,1,2,0,1197,2,-14059.3,7128.007,13121.43,50.2254,153.1152
50498,0,0,5,29,2,2,0,7485,0,-14704.5,5678.875,13121.43,50.2253,158.8834
50499,0,0,5,29,3,2,0,7485,2,-14865.2,7486.808,11973.47,54.2694,153.268
50500,0,0,5,29,4,2,0,7485,1,-15510.4,6037.676,11973.47,54.2694,158.7307
50501,0,0,5,30,1,2,0,7528,2,-15234.1,4049.151,13121.43,50.2254,165.1152
50502,0,0,5,30,2,2,0,7325,0,-15563.9,2497.544,13121.43,50.2254,170.8835
50503,0,0,5,30,3,2,0,7325,2,-16096.9,4232.558,11973.47,54.2694,165.268
50504,0,0,5,30,4,2,0,7325,1,-16426.7,2680.951,11973.47,54.2693,170.7307
50505,0,0,4,1,1,2,0,6541,2,-17413.2,-853.169,10784.27,58.2602,-177.195
50506,0,0,4,1,2,2,0,7534,0,-17808.2,938.9331,10079.23,60.5247,176.9819
50507,0,0,4,1,3,2,0,7534,1,-17808.2,-853.169,10079.23,60.5188,-177.2571
50508,0,0,4,1,4,2,0,7534,2,-18203.2,938.9331,9374.185,62.7837,177.0473
50509,0,0,4,2,1,2,0,1672,0,-17245.1,-2762.18,10731.92,58.4299,-170.9001
50510,0,0,4,2,2,2,0,1672,1,-16877.6,-4490.95,10731.92,58.4299,-165.0995
50511,0,0,4,2,3,2,0,1672,2,-17972.4,-2916.77,9404.72,62.6823,-170.7817
50512,0,0,4,2,4,2,0,1174,0,-17604.9,-4645.55,9404.72,62.6823,-165.2178
50513,0,0,4,3,1,2,0,0975,0,-16293.9,-6287.27,10731.92,58.4298,-158.9001
50514,0,0,4,3,2,2,0,0975,1,-15575.1,-7901.86,10731.92,58.4299,-153.0995
50515,0,0,4,3,3,2,0,0975,2,-16973.2,-6589.7,9404.72,62.6823,-158.7817
50516,0,0,4,3,4,2,0,1796,0,-16254.3,-8204.3,9404.72,62.6823,-153.2178
50517,0,0,4,4,1,2,0,4147,0,-14630.7,-9537.57,10731.92,58.4299,-146.9002
50518,0,0,4,4,2,2,0,4147,1,-13591.8,-10967.4,10731.92,58.4298,-141.0995
50519,0,0,4,4,3,2,0,4147,2,-15232.2,-9974.63,9404.72,62.6823,-146.7817
50520,0,0,4,4,4,2,0,2477,0,-14193.4,-11404.5,9404.72,62.6824,-141.2179
50521,0,0,4,5,1,2,0,2878,0,-12328.0,-12371.0,10731.92,58.4298,-134.9003
50522,0,0,4,5,2,2,0,2878,1,-11014.5,-13553.7,10731.92,58.4299,-129.0993
50523,0,0,4,5,3,2,0,2878,2,-12825.5,-12923.6,9404.72,62.6823,-134.7817
50524,0,0,4,5,4,2,0,7678,0,-11512.1,-14106.2,9404.72,62.6823,-129.218
50525,0,0,4,6,1,2,0,2393,0,-9486.5,-14663.8,10731.92,58.4298,-122.9002
50526,0,0,4,6,2,2,0,2393,1,-7955.88,-15547.5,10731.92,58.4298,-117.0995
50527,0,0,4,6,3,2,0,2393,2,-9858.28,-15307.8,9404.72,62.6823,-122.7817
50528,0,0,4,6,4,2,0,7619,0,-8327.66,-16191.5,9404.72,62.6823,-117.2178
50529,0,0,4,7,1,2,0,7629,2,-4569.55,-16824.6,10784.27,58.2602,-105.1949
50530,0,0,4,7,2,2,0,7646,0,-6396.01,-16646.4,10079.23,60.5247,-111.0182
50531,0,0,4,7,3,2,0,7646,1,-4691.62,-17200.2,10079.23,60.5187,-105.2572
50532,0,0,4,7,4,2,0,7646,2,-6518.07,-17022.1,9374.185,62.7836,-110.9527
50533,0,0,4,8,1,2,0,7666,0,-2702.03,-17254.6,10731.92,58.4299,-98.9001
50534,0,0,4,8,2,2,0,7666,1,-944.313,-17439.3,10731.92,58.4298,-93.0995
50535,0,0,4,8,3,2,0,7666,2,-2779.75,-17994.1,9404.72,62.6823,-98.7817
