#Mapping file for Veto PMT in WP Sphere and Bottom PMTs.
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20241223.
#A total of 2399 PMTs were actually installed in Sphere and 5 PMTs were installed in Bottom , more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F.
#CopyNo, SphereOrWall(0=Sphere 1=Wall), NorthOrSouth(0=North 1=South), LayerNo, WindowNo, PositionNo, PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), LargeOrSmall(0=Large 1=Small), GCU, Channel(0-2), X, Y, Z, Theta, Phi
50819,0,0,2,19,3,2,0,1241,0,15552.26,12529.06,4478.903,77.3596,38.8553
50820,0,0,2,19,4,2,0,1241,2,16886.57,10991.41,3688.488,79.6261,33.06
50821,0,0,2,20,1,2,0,2719,2,13992.69,14022.65,5210.747,75.2629,45.0613
50822,0,0,2,20,2,2,0,1059,0,12524.47,15344.63,5210.747,75.2609,50.7783
50823,0,0,2,20,3,2,0,1059,2,14213.98,14268.43,3722.655,79.5278,45.1095
50824,0,0,2,20,4,2,0,1059,1,12745.77,15590.4,3722.655,79.5264,50.7326
50825,0,0,2,21,1,2,0,7614,2,10771.44,16625.47,5210.747,75.2629,57.0613
50826,0,0,2,21,2,2,0,1657,0,9060.457,17613.3,5210.747,75.2609,62.7783
50827,0,0,2,21,3,2,0,1657,2,10936.8,16911.88,3722.655,79.5278,57.1095
50828,0,0,2,21,4,2,0,1657,1,9225.817,17899.71,3722.655,79.5264,62.7326
50829,0,0,2,22,1,2,0,7670,2,7079.43,18501.67,5210.747,75.2629,69.0613
50830,0,0,2,22,2,2,0,4752,0,5200.454,19112.18,5210.747,75.2609,74.7783
50831,0,0,2,22,3,2,0,4752,2,7181.628,18816.21,3722.655,79.5278,69.1095
50832,0,0,2,22,4,2,0,4752,1,5302.652,19426.72,3722.655,79.5264,74.7327
50833,0,0,2,23,1,2,0,7641,2,3078.014,19569.26,5210.747,75.2629,81.0613
50834,0,0,2,23,2,2,0,0984,0,1113.166,19775.77,5210.747,75.2609,86.7783
50835,0,0,2,23,3,2,0,0984,2,3112.583,19898.17,3722.655,79.5278,81.1095
50836,0,0,2,23,4,2,0,0984,1,1147.735,20104.68,3722.655,79.5264,86.7326
50837,0,0,2,24,1,2,0,7649,2,-1057.93,19781.58,5210.747,75.2629,93.0613
50838,0,0,2,24,2,2,0,1903,0,-3022.77,19575.06,5210.747,75.2609,98.7782
50839,0,0,2,24,3,2,0,1903,2,-1092.5,20110.49,3722.655,79.5278,93.1095
50840,0,0,2,24,4,2,0,1903,1,-3057.34,19903.97,3722.655,79.5264,98.7326
50841,0,0,2,25,1,2,0,7635,1,-7055.65,18495.71,5269.318,75.0944,110.8806
50842,0,0,2,25,2,2,0,7635,2,-5180.93,19289.55,4478.903,77.3608,105.0341
50843,0,0,2,25,3,2,0,1000,0,-7109.93,18662.77,4478.903,77.3596,110.8553
50844,0,0,2,25,4,2,0,1000,2,-5235.21,19456.61,3688.488,79.6261,105.06
50845,0,0,2,26,1,2,0,7639,2,-9012.36,17641.08,5210.747,75.2629,117.0613
50846,0,0,2,26,2,2,0,1064,0,-10723.3,16653.23,5210.747,75.2609,122.7782
50847,0,0,2,26,3,2,0,1064,2,-9177.72,17927.49,3722.655,79.5278,117.1095
50848,0,0,2,26,4,2,0,1064,1,-10888.7,16939.65,3722.655,79.5264,122.7327
50849,0,0,2,27,1,2,0,7645,2,-12483.2,15381.8,5210.747,75.2629,129.0613
50850,0,0,2,27,2,2,0,0927,0,-13951.4,14059.81,5210.747,75.2609,134.7783
50851,0,0,2,27,3,2,0,0927,2,-12704.5,15627.58,3722.655,79.5278,129.1095
50852,0,0,2,27,4,2,0,0927,1,-14172.7,14305.59,3722.655,79.5264,134.7326
50853,0,0,2,28,1,2,0,2726,2,-15408.5,12450.27,5210.747,75.2629,141.0613
50854,0,0,2,28,2,2,0,2247,0,-16569.7,10851.91,5210.747,75.2609,146.7782
50855,0,0,2,28,3,2,0,2247,2,-15676.0,12644.66,3722.655,79.5278,141.1095
50856,0,0,2,28,4,2,0,2247,1,-16837.3,11046.31,3722.655,79.5264,146.7326
50857,0,0,2,29,1,2,0,2709,2,-17660.3,8974.599,5210.747,75.2628,153.0613
50858,0,0,2,29,2,2,0,5235,0,-18463.9,7169.732,5210.747,75.2609,158.7783
50859,0,0,2,29,3,2,0,5235,2,-17962.4,9109.115,3722.655,79.5278,153.1095
50860,0,0,2,29,4,2,0,5235,1,-18766.0,7304.248,3722.655,79.5264,158.7326
50861,0,0,2,30,1,2,0,7360,2,-19140.3,5106.697,5210.747,75.2628,165.0613
50862,0,0,2,30,2,2,0,2364,0,-19551.1,3174.199,5210.747,75.2609,170.7783
50863,0,0,2,30,3,2,0,2364,2,-19463.8,5175.457,3722.655,79.5278,165.1095
50864,0,0,2,30,4,2,0,2364,1,-19874.6,3242.958,3722.655,79.5264,170.7327
50865,0,0,1,1,1,2,0,1178,0,-20324.4,1191.923,2311.614,83.5223,176.6437
50866,0,0,1,1,2,2,0,3092,1,-20324.4,0.7754,2311.614,83.5113,179.9978
50867,0,0,1,1,3,2,0,1178,2,-20383.4,1191.923,1503.726,85.788,176.6534
50868,0,0,1,1,4,2,0,7473,0,-20383.4,-1191.92,1503.728,85.788,-176.6534
50869,0,0,1,1,5,2,0,1178,1,-20442.4,0.7728,695.8369,88.0505,179.9978
50870,0,0,1,1,6,2,0,7473,1,-20442.4,-1191.92,695.8369,88.0538,-176.6631
50871,0,0,1,2,1,2,0,6288,0,-20122.1,-3109.37,2251.774,83.6891,-171.2158
50872,0,0,1,2,2,2,0,6288,1,-19884.6,-4226.67,2251.774,83.6793,-167.9998
50873,0,0,1,2,3,2,0,7550,0,-19647.1,-5343.97,2251.774,83.6891,-164.7838
50874,0,0,1,2,4,2,0,6288,2,-20231.9,-3126.9,730.744,87.9557,-171.2143
50875,0,0,1,2,5,2,0,7550,2,-19993.2,-4249.76,730.744,87.9525,-167.9998
50876,0,0,1,2,6,2,0,7550,1,-19754.5,-5372.62,730.744,87.9557,-164.7853
50877,0,0,1,3,1,2,0,0958,0,-19035.9,-7225.04,2251.774,83.6891,-159.2158
50878,0,0,1,3,2,2,0,0958,1,-18571.3,-8268.54,2251.774,83.6793,-155.9998
50879,0,0,1,3,3,2,0,7538,0,-18106.7,-9312.05,2251.774,83.6891,-152.7838
50880,0,0,1,3,4,2,0,0958,2,-19139.6,-7265.01,730.744,87.9557,-159.2142
50881,0,0,1,3,5,2,0,7538,2,-18672.7,-8313.71,730.744,87.9525,-155.9998
50882,0,0,1,3,6,2,0,7538,1,-18205.8,-9362.42,730.744,87.9557,-152.7853
50883,0,0,1,4,1,2,0,7522,0,-17117.7,-11024.9,2251.774,83.6891,-147.2159
50884,0,0,1,4,2,2,0,7522,1,-16446.3,-11949.0,2251.774,83.6792,-143.9999
50885,0,0,1,4,3,2,0,1235,0,-15774.9,-12873.1,2251.774,83.6891,-140.7839
50886,0,0,1,4,4,2,0,7522,2,-17210.9,-11085.6,730.744,87.9557,-147.2143
50887,0,0,1,4,5,2,0,1235,2,-16536.2,-12014.3,730.744,87.9525,-143.9999
50888,0,0,1,4,6,2,0,1235,1,-15861.4,-12943.0,730.744,87.9557,-140.7853
50889,0,0,1,5,1,2,0,1615,0,-14451.4,-14343.0,2251.774,83.6891,-135.2157
50890,0,0,1,5,2,2,0,1615,1,-13602.6,-15107.3,2251.774,83.6793,-131.9998
50891,0,0,1,5,3,2,0,1121,0,-12753.7,-15871.6,2251.774,83.6891,-128.7838
50892,0,0,1,5,4,2,0,1615,2,-14530.0,-14421.7,730.744,87.9557,-135.2143
50893,0,0,1,5,5,2,0,1121,2,-13676.9,-15189.8,730.744,87.9525,-131.9999
50894,0,0,1,5,6,2,0,1121,1,-12823.8,-15958.0,730.744,87.9557,-128.7853
50895,0,0,1,6,1,2,0,3483,0,-11153.6,-17034.2,2251.774,83.6891,-123.2159
50896,0,0,1,6,2,2,0,3483,1,-10164.3,-17605.3,2251.774,83.6792,-119.9997
50897,0,0,1,6,3,2,0,0985,0,-9175.11,-18176.4,2251.774,83.6891,-116.7838
50898,0,0,1,6,4,2,0,3483,2,-11214.0,-17127.5,730.744,87.9557,-123.2142
50899,0,0,1,6,5,2,0,0985,2,-10219.9,-17701.5,730.744,87.9525,-119.9998
50900,0,0,1,6,6,2,0,0985,1,-9225.71,-18275.5,730.744,87.9557,-116.7852
50901,0,0,1,7,1,2,0,1406,0,-7414.18,-18961.4,2311.614,83.5224,-111.3562
50902,0,0,1,7,2,2,0,1831,1,-6281.34,-19329.5,2311.614,83.5113,-108.0022
50903,0,0,1,7,3,2,0,1406,2,-7432.41,-19017.5,1503.726,85.788,-111.3465
50904,0,0,1,7,4,2,0,1777,0,-5165.24,-19754.1,1503.728,85.788,-104.6534
50905,0,0,1,7,5,2,0,1406,1,-6317.79,-19441.7,695.8369,88.0505,-108.0021
50906,0,0,1,7,6,2,0,1777,1,-5183.47,-19810.2,695.8369,88.0538,-104.6631
50907,0,0,1,8,1,2,0,1567,0,-3260.87,-20098.1,2251.774,83.6891,-99.2158
50908,0,0,1,8,2,2,0,1567,1,-2124.87,-20217.5,2251.774,83.6793,-95.9998
50909,0,0,1,8,3,2,0,7590,0,-988.862,-20336.9,2251.774,83.6891,-92.7838
50910,0,0,1,8,4,2,0,1567,2,-3278.13,-20207.9,730.744,87.9557,-99.2143
50911,0,0,1,8,5,2,0,7590,2,-2136.48,-20327.9,730.744,87.9525,-95.9998
50912,0,0,1,8,6,2,0,7590,1,-994.812,-20447.9,730.744,87.9557,-92.7853
50913,0,0,1,9,1,2,0,0066,0,989.0115,-20336.8,2251.774,83.6891,-87.2158
50914,0,0,1,9,2,2,0,0066,1,2125.012,-20217.4,2251.774,83.6792,-83.9998
50915,0,0,1,9,3,2,0,1139,0,3261.016,-20098.0,2251.774,83.6891,-80.7837
50916,0,0,1,9,4,2,0,0066,2,994.9624,-20447.9,730.744,87.9557,-87.2143
50917,0,0,1,9,5,2,0,1139,2,2136.621,-20327.9,730.744,87.9525,-83.9998
50918,0,0,1,9,6,2,0,1139,1,3278.284,-20207.9,730.744,87.9557,-80.7853
50919,0,0,1,10,1,2,0,5103,0,5195.667,-19686.8,2251.774,83.6891,-75.2158
50920,0,0,1,10,2,2,0,5103,1,6282.018,-19333.8,2251.774,83.6792,-71.9998
50921,0,0,1,10,3,2,0,0966,0,7368.372,-18980.8,2251.774,83.6891,-68.7837
50922,0,0,1,10,4,2,0,5103,2,5224.575,-19794.2,730.744,87.9557,-75.2143
50923,0,0,1,10,5,2,0,0966,2,6316.337,-19439.4,730.744,87.9525,-71.9998
50924,0,0,1,10,6,2,0,0966,1,7408.102,-19084.7,730.744,87.9557,-68.7853
50925,0,0,1,11,1,2,0,1769,0,9175.246,-18176.4,2251.774,83.6891,-63.2159
50926,0,0,1,11,2,2,0,1769,1,10164.47,-17605.2,2251.774,83.6792,-59.9997
50927,0,0,1,11,3,2,0,3234,0,11153.69,-17034.1,2251.774,83.6891,-56.7838
50928,0,0,1,11,4,2,0,1769,2,9225.849,-18275.4,730.744,87.9557,-63.2143
50929,0,0,1,11,5,2,0,3234,2,10220.0,-17701.4,730.744,87.9525,-59.9998
50930,0,0,1,11,6,2,0,3234,1,11214.15,-17127.4,730.744,87.9557,-56.7853
50931,0,0,1,12,1,2,0,0987,0,12753.82,-15871.5,2251.774,83.6891,-51.2158
50932,0,0,1,12,2,2,0,0987,1,13602.68,-15107.2,2251.774,83.6792,-47.9998
50933,0,0,1,12,3,2,0,4207,0,14451.55,-14342.9,2251.774,83.6891,-44.7838
50934,0,0,1,12,4,2,0,0987,2,12823.91,-15957.9,730.744,87.9557,-51.2143
50935,0,0,1,12,5,2,0,4207,2,13677.0,-15189.7,730.744,87.9525,-47.9997
50936,0,0,1,12,6,2,0,4207,1,14530.09,-14421.6,730.744,87.9557,-44.7853
50937,0,0,1,13,1,2,0,3491,0,15742.22,-12910.7,2311.614,83.5223,-39.3563
50938,0,0,1,13,2,2,0,1187,1,16442.36,-11947.0,2311.614,83.5113,-36.0021
50939,0,0,1,13,3,2,0,3491,2,15789.95,-12945.4,1503.726,85.788,-39.3466
50940,0,0,1,13,4,2,0,2168,0,17191.13,-11016.8,1503.728,85.788,-32.6535
50941,0,0,1,13,5,2,0,3491,1,16537.81,-12016.4,695.8369,88.0505,-36.0022
50942,0,0,1,13,6,2,0,2168,1,17238.86,-11051.5,695.8369,88.0538,-32.6631
50943,0,0,1,14,1,2,0,7097,0,18106.73,-9311.91,2251.774,83.6891,-27.2158
50944,0,0,1,14,2,2,0,7097,1,18571.32,-8268.41,2251.774,83.6792,-23.9998
50945,0,0,1,14,3,2,0,0845,0,19035.92,-7224.9,2251.774,83.6891,-20.7838
50946,0,0,1,14,4,2,0,7097,2,18205.87,-9362.28,730.744,87.9557,-27.2143
50947,0,0,1,14,5,2,0,0845,2,18672.78,-8313.58,730.744,87.9525,-23.9998
50948,0,0,1,14,6,2,0,0845,1,19139.69,-7264.87,730.744,87.9557,-20.7853
50949,0,0,1,15,1,2,0,4407,0,19647.11,-5343.82,2251.774,83.6891,-15.2158
50950,0,0,1,15,2,2,0,4407,1,19884.59,-4226.53,2251.774,83.6792,-11.9998
50951,0,0,1,15,3,2,0,2453,0,20122.08,-3109.22,2251.774,83.6891,-8.7838
50952,0,0,1,15,4,2,0,4407,2,19754.56,-5372.48,730.744,87.9557,-15.2143
50953,0,0,1,15,5,2,0,2453,2,19993.22,-4249.62,730.744,87.9525,-11.9998
50954,0,0,1,15,6,2,0,2453,1,20231.89,-3126.75,730.744,87.9557,-8.7853
50955,0,0,1,16,1,2,0,1112,0,20328.82,-1142.19,2251.774,83.6891,-3.2158
50956,0,0,1,16,2,2,0,1112,1,20328.81,0.0729,2251.774,83.6792,0.0002
50957,0,0,1,16,3,2,0,5303,0,20328.81,1142.335,2251.774,83.6891,3.2162
50958,0,0,1,16,4,2,0,1112,2,20439.87,-1147.87,730.744,87.9557,-3.2143
50959,0,0,1,16,5,2,0,5303,2,20439.87,0.0734,730.744,87.9525,0.0002
50960,0,0,1,16,6,2,0,5303,1,20439.87,1148.025,730.744,87.9557,3.2147
50961,0,0,1,17,1,2,0,0900,0,20122.06,3109.373,2251.774,83.6891,8.7842
50962,0,0,1,17,2,2,0,0900,1,19884.56,4226.669,2251.774,83.6792,12.0002
50963,0,0,1,17,3,2,0,3294,0,19647.07,5343.969,2251.774,83.6891,15.2162
50964,0,0,1,17,4,2,0,0900,2,20231.87,3126.898,730.744,87.9557,8.7857
50965,0,0,1,17,5,2,0,3294,2,19993.19,4249.76,730.744,87.9525,12.0002
50966,0,0,1,17,6,2,0,3294,1,19754.52,5372.625,730.744,87.9557,15.2147
50967,0,0,1,18,1,2,0,2742,0,19035.87,7225.036,2251.774,83.6891,20.7842
50968,0,0,1,18,2,2,0,2742,1,18571.26,8268.539,2251.774,83.6792,24.0002
50969,0,0,1,18,3,2,0,7053,0,18106.66,9312.046,2251.774,83.6891,27.2162
50970,0,0,1,18,4,2,0,2742,2,19139.64,7265.01,730.744,87.9557,20.7857
50971,0,0,1,18,5,2,0,7053,2,18672.72,8313.711,730.744,87.9525,24.0002
50972,0,0,1,18,6,2,0,7053,1,18205.8,9362.415,730.744,87.9557,27.2147
50973,0,0,1,19,1,2,0,7416,0,17143.41,10982.12,2311.614,83.5223,32.6437
50974,0,0,1,19,2,2,0,1241,1,16443.28,11945.78,2311.614,83.5113,35.9978
50975,0,0,1,19,3,2,0,7416,2,17191.14,11016.79,1503.726,85.788,32.6534
50976,0,0,1,19,4,2,0,1153,0,15789.95,12945.36,1503.728,85.788,39.3465
50977,0,0,1,19,5,2,0,7416,1,16538.72,12015.13,695.8369,88.0505,35.9978
50978,0,0,1,19,6,2,0,1153,1,15837.67,12980.04,695.8369,88.0538,39.3369
50979,0,0,1,20,1,2,0,1207,0,14451.44,14342.98,2251.774,83.6891,44.7842
50980,0,0,1,20,2,2,0,1207,1,13602.58,15107.3,2251.774,83.6793,48.0002
50981,0,0,1,20,3,2,0,1520,0,12753.71,15871.62,2251.774,83.6891,51.2162
50982,0,0,1,20,4,2,0,1207,2,14529.98,14421.71,730.744,87.9557,44.7857
50983,0,0,1,20,5,2,0,1520,2,13676.89,15189.83,730.744,87.9525,48.0002
50984,0,0,1,20,6,2,0,1520,1,12823.79,15957.96,730.744,87.9557,51.2147
50985,0,0,1,21,1,2,0,0951,0,11153.57,17034.18,2251.774,83.6891,56.7842
50986,0,0,1,21,2,2,0,0951,1,10164.34,17605.3,2251.774,83.6792,60.0002
50987,0,0,1,21,3,2,0,1627,0,9175.113,18176.43,2251.774,83.6891,63.2162
50988,0,0,1,21,4,2,0,0951,2,11214.03,17127.51,730.744,87.9557,56.7857
50989,0,0,1,21,5,2,0,1627,2,10219.87,17701.48,730.744,87.9525,60.0002
50990,0,0,1,21,6,2,0,1627,1,9225.714,18275.46,730.744,87.9557,63.2147
50991,0,0,1,22,1,2,0,0986,0,7368.232,18980.9,2251.774,83.6891,68.7842
50992,0,0,1,22,2,2,0,0986,1,6281.879,19333.87,2251.774,83.6792,72.0002
50993,0,0,1,22,3,2,0,1152,0,5195.522,19686.85,2251.774,83.6891,75.2162
50994,0,0,1,22,4,2,0,0986,2,7407.962,19084.76,730.744,87.9557,68.7857
50995,0,0,1,22,5,2,0,1152,2,6316.197,19439.49,730.744,87.9525,72.0002
50996,0,0,1,22,6,2,0,1152,1,5224.429,19794.23,730.744,87.9557,75.2147
50997,0,0,1,23,1,2,0,6036,0,3260.868,20098.06,2251.774,83.6891,80.7842
50998,0,0,1,23,2,2,0,6036,1,2124.867,20217.46,2251.774,83.6793,84.0002
50999,0,0,1,23,3,2,0,2382,0,988.8618,20336.85,2251.774,83.6891,87.2162
51000,0,0,1,23,4,2,0,6036,2,3278.135,20207.92,730.744,87.9557,80.7857
51001,0,0,1,23,5,2,0,2382,2,2136.475,20327.91,730.744,87.9525,84.0002
51002,0,0,1,23,6,2,0,2382,1,994.8119,20447.9,730.744,87.9557,87.2147
51003,0,0,1,24,1,2,0,1695,0,-989.011,20336.84,2251.774,83.6891,92.7842
51004,0,0,1,24,2,2,0,1695,1,-2125.01,20217.44,2251.774,83.6792,96.0002
51005,0,0,1,24,3,2,0,1294,0,-3261.02,20098.04,2251.774,83.6891,99.2162
51006,0,0,1,24,4,2,0,1695,2,-994.962,20447.89,730.744,87.9557,92.7857
51007,0,0,1,24,5,2,0,1294,2,-2136.62,20327.89,730.744,87.9525,96.0002
51008,0,0,1,24,6,2,0,1294,1,-3278.28,20207.89,730.744,87.9557,99.2147
51009,0,0,1,25,1,2,0,0756,0,-5147.01,19698.02,2311.614,83.5223,104.6437
51010,0,0,1,25,2,2,0,1000,1,-6279.86,19329.93,2311.614,83.5113,107.9978
51011,0,0,1,25,3,2,0,0756,2,-5165.24,19754.12,1503.726,85.788,104.6534
51012,0,0,1,25,4,2,0,6201,0,-7432.41,19017.47,1503.728,85.788,111.3466
51013,0,0,1,25,5,2,0,0756,1,-6316.32,19442.13,695.8369,88.0505,107.9978
51014,0,0,1,25,6,2,0,6201,1,-7450.64,19073.57,695.8369,88.0538,111.3369
51015,0,0,1,26,1,2,0,1079,0,-9175.25,18176.36,2251.774,83.6891,116.7842
51016,0,0,1,26,2,2,0,1079,1,-10164.5,17605.23,2251.774,83.6793,120.0003
51017,0,0,1,26,3,2,0,0972,0,-11153.7,17034.1,2251.774,83.6891,123.2162
51018,0,0,1,26,4,2,0,1079,2,-9225.85,18275.39,730.744,87.9557,116.7857
51019,0,0,1,26,5,2,0,0972,2,-10220.0,17701.41,730.744,87.9525,120.0002
51020,0,0,1,26,6,2,0,0972,1,-11214.2,17127.43,730.744,87.9557,123.2148
51021,0,0,1,27,1,2,0,2004,0,-12753.8,15871.53,2251.774,83.6891,128.7841
51022,0,0,1,27,2,2,0,2004,1,-13602.7,15107.2,2251.774,83.6793,132.0002
51023,0,0,1,27,3,2,0,1290,0,-14451.5,14342.88,2251.774,83.6891,135.2161
51024,0,0,1,27,4,2,0,2004,2,-12823.9,15957.86,730.744,87.9557,128.7857
51025,0,0,1,27,5,2,0,1290,2,-13677.0,15189.73,730.744,87.9525,132.0002
51026,0,0,1,27,6,2,0,1290,1,-14530.1,14421.6,730.744,87.9557,135.2147
51027,0,0,1,28,1,2,0,1820,0,-15775.0,12873.03,2251.774,83.6891,140.7842
51028,0,0,1,28,2,2,0,1820,1,-16446.4,11948.92,2251.774,83.6793,144.0002
51029,0,0,1,28,3,2,0,6806,0,-17117.8,11024.8,2251.774,83.6891,147.2162
51030,0,0,1,28,4,2,0,1820,2,-15861.5,12942.91,730.744,87.9557,140.7857
51031,0,0,1,28,5,2,0,6806,2,-16536.2,12014.19,730.744,87.9525,144.0001
51032,0,0,1,28,6,2,0,6806,1,-17211.0,11085.48,730.744,87.9557,147.2147
51033,0,0,1,29,1,2,0,5858,0,-18106.7,9311.913,2251.774,83.6891,152.7841
51034,0,0,1,29,2,2,0,5858,1,-18571.3,8268.406,2251.774,83.6792,156.0002
51035,0,0,1,29,3,2,0,1762,0,-19035.9,7224.896,2251.774,83.6891,159.2162
51036,0,0,1,29,4,2,0,5858,2,-18205.9,9362.281,730.744,87.9557,152.7858
51037,0,0,1,29,5,2,0,1762,2,-18672.8,8313.577,730.744,87.9525,156.0002
51038,0,0,1,29,6,2,0,1762,1,-19139.7,7264.869,730.744,87.9557,159.2147
51039,0,0,1,30,1,2,0,4949,0,-19647.1,5343.824,2251.774,83.6891,164.7842
51040,0,0,1,30,2,2,0,4949,1,-19884.6,4226.526,2251.774,83.6793,168.0002
51041,0,0,1,30,3,2,0,6118,0,-20122.1,3109.224,2251.774,83.6891,171.2162
51042,0,0,1,30,4,2,0,4949,2,-19754.6,5372.479,730.744,87.9557,164.7858
51043,0,0,1,30,5,2,0,6118,2,-19993.2,4249.616,730.744,87.9525,168.0002
51044,0,0,1,30,6,2,0,6118,1,-20231.9,3126.749,730.744,87.9557,171.2147
51045,0,1,1,1,1,2,0,7473,2,-20442.4,398.8804,-695.837,91.9492,178.8822
51046,0,1,1,1,2,2,0,1804,1,-20442.4,-428.22,-695.837,91.9491,-178.8
51047,0,1,1,1,3,2,0,1804,0,-20442.4,-1253.29,-695.837,91.9459,-176.4917
51048,0,1,1,1,4,2,0,3587,0,-20383.4,1225.98,-1503.73,94.2116,176.558
51049,0,1,1,1,5,2,0,1804,2,-20383.4,-1253.29,-1503.73,94.2113,-176.4816
51050,0,1,1,1,6,2,0,3587,1,-20324.4,1225.98,-2311.61,96.477,176.5481
51051,0,1,1,1,7,2,0,3587,2,-20324.4,398.8804,-2311.61,96.4875,178.8757
51052,0,1,1,1,8,2,0,2197,0,-20324.4,-428.22,-2311.61,96.4873,-178.793
51053,0,1,1,2,1,2,0,0744,0,-20253.2,-3026.43,-730.744,92.0437,-171.5012
51054,0,1,1,2,2,2,0,2038,1,-20079.9,-3841.99,-730.744,92.0471,-169.1682
51055,0,1,1,2,3,2,0,2038,0,-19906.5,-4657.54,-730.744,92.0471,-166.8313
51056,0,1,1,2,4,2,0,2038,2,-19733.2,-5473.09,-730.744,92.0437,-164.4984
51057,0,1,1,2,5,2,0,0744,1,-20144.6,-3003.34,-2251.77,96.3089,-171.5203
51058,0,1,1,2,6,2,0,0744,2,-19971.2,-3818.89,-2251.77,96.3194,-169.1746
51059,0,1,1,2,7,2,0,1578,1,-19797.9,-4634.45,-2251.77,96.3194,-166.825
51060,0,1,1,2,8,2,0,1578,0,-19624.5,-5450.0,-2251.77,96.3089,-164.4793
51061,0,1,1,3,1,2,0,1674,0,-19181.4,-7171.18,-730.744,92.0437,-159.5012
51062,0,1,1,3,2,2,0,7440,1,-18842.3,-7932.87,-730.744,92.0471,-157.1682
51063,0,1,1,3,3,2,0,7440,0,-18503.2,-8694.56,-730.744,92.0471,-154.8314
51064,0,1,1,3,4,2,0,7440,2,-18164.0,-9456.25,-730.744,92.0437,-152.4983
51065,0,1,1,3,5,2,0,1674,1,-19080.0,-7126.01,-2251.77,96.3089,-159.5203
51066,0,1,1,3,6,2,0,1674,2,-18740.8,-7887.7,-2251.77,96.3194,-157.1746
51067,0,1,1,3,7,2,0,7529,1,-18401.7,-8649.39,-2251.77,96.3194,-154.825
51068,0,1,1,3,8,2,0,7529,0,-18062.6,-9411.08,-2251.77,96.3089,-152.4793
51069,0,1,1,4,1,2,0,1897,0,-17271.3,-11002.5,-730.744,92.0437,-147.5013
51070,0,1,1,4,2,2,0,1354,1,-16781.2,-11677.0,-730.744,92.0471,-145.1683
51071,0,1,1,4,3,2,0,1354,0,-16291.1,-12351.6,-730.744,92.0471,-142.8313
51072,0,1,1,4,4,2,0,1354,2,-15801.0,-13026.1,-730.744,92.0437,-140.4984
51073,0,1,1,4,5,2,0,1897,1,-17181.4,-10937.2,-2251.77,96.3089,-147.5203
51074,0,1,1,4,6,2,0,1897,2,-16691.4,-11611.8,-2251.77,96.3194,-145.1746
51075,0,1,1,4,7,2,0,1322,1,-16201.3,-12286.3,-2251.77,96.3194,-142.825
51076,0,1,1,4,8,2,0,1322,0,-15711.2,-12960.8,-2251.77,96.3089,-140.4794
51077,0,1,1,5,1,2,0,1032,0,-14606.3,-14353.0,-730.744,92.0437,-135.5011
51078,0,1,1,5,2,2,0,3302,1,-13986.7,-14910.9,-730.744,92.0471,-133.1682
51079,0,1,1,5,3,2,0,3302,0,-13367.1,-15468.8,-730.744,92.0471,-130.8314
51080,0,1,1,5,4,2,0,3302,2,-12747.5,-16026.7,-730.744,92.0437,-128.4984
51081,0,1,1,5,5,2,0,1032,1,-14532.0,-14270.4,-2251.77,96.3089,-135.5204
51082,0,1,1,5,6,2,0,1032,2,-13912.4,-14828.4,-2251.77,96.3194,-133.1745
51083,0,1,1,5,7,2,0,1386,1,-13292.8,-15386.3,-2251.77,96.3194,-130.825
51084,0,1,1,5,8,2,0,1386,0,-12673.1,-15944.2,-2251.77,96.3089,-128.4791
51085,0,1,1,6,1,2,0,1717,0,-11303.0,-17076.2,-730.744,92.0437,-123.5012
51086,0,1,1,6,2,2,0,1721,1,-10580.9,-17493.0,-730.744,92.0471,-121.1683
51087,0,1,1,6,3,2,0,1721,0,-9858.83,-17909.9,-730.744,92.0471,-118.8314
51088,0,1,1,6,4,2,0,1721,2,-9136.76,-18326.8,-730.744,92.0437,-116.4984
51089,0,1,1,6,5,2,0,1717,1,-11247.4,-16980.0,-2251.77,96.3089,-123.5201
51090,0,1,1,6,6,2,0,1717,2,-10525.4,-17396.9,-2251.77,96.3194,-121.1746
51091,0,1,1,6,7,2,0,1529,1,-9803.3,-17813.7,-2251.77,96.3194,-118.825
51092,0,1,1,6,8,2,0,1529,0,-9081.23,-18230.6,-2251.77,96.3089,-116.4793
51093,0,1,1,7,1,2,0,1777,2,-6696.41,-19318.6,-695.837,91.9492,-109.1179
51094,0,1,1,7,2,2,0,2408,1,-5909.79,-19574.2,-695.837,91.9491,-106.8
51095,0,1,1,7,3,2,0,2408,0,-5125.1,-19829.2,-695.837,91.9459,-104.4917
51096,0,1,1,7,4,2,0,0882,0,-7464.8,-19006.9,-1503.73,94.2116,-111.442
51097,0,1,1,7,5,2,0,2408,2,-5106.87,-19773.1,-1503.73,94.2113,-104.4815
51098,0,1,1,7,6,2,0,0882,1,-7446.57,-18950.8,-2311.61,96.477,-111.452
51099,0,1,1,7,7,2,0,0882,2,-6659.96,-19206.4,-2311.61,96.4875,-109.1244
51100,0,1,1,7,8,2,0,1852,0,-5873.34,-19462.0,-2311.61,96.4873,-106.793
51101,0,1,1,8,1,2,0,0007,0,-3380.28,-20197.2,-730.744,92.0437,-99.5012
