#Mapping file for Large PMT in CD
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250123.
#Have installed 17596 CD-LPMT, more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F
#CopyNo, LargeOrSmall(0=Large 1=Small), NorthOrSouth(0=North 1=South), CircleNo, PositionNo, UpOrDown(0=Up 1=Down), PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), GCU, Channel(0-2), X, Y, Z, Theta, Phi
10108,0,1,7,15,0,1,4664,1,-17122.0,-8708.63,-2945.8,98.7185,-153.0411
10109,0,1,7,16,0,2,4664,0,-16865.1,-9196.21,-2945.8,98.7185,-151.3972
10110,0,1,7,17,0,1,4666,0,-16310.0,-10148.3,-2945.8,98.7185,-148.1096
10111,0,1,7,18,0,2,4666,1,-16012.1,-10612.0,-2945.8,98.7185,-146.4656
10112,0,1,7,19,0,1,4666,2,-15701.1,-11066.9,-2945.8,98.7185,-144.822
10113,0,1,7,20,0,2,5413,2,-15377.2,-11512.8,-2945.8,98.7185,-143.1781
10114,0,1,7,21,0,1,5413,1,-15040.6,-11949.2,-2945.8,98.7185,-141.5342
10115,0,1,7,22,0,2,5413,0,-14691.6,-12375.7,-2945.8,98.7185,-139.8904
10116,0,1,7,23,0,1,5310,0,-13957.7,-13197.9,-2945.8,98.7185,-136.6027
10117,0,1,7,24,0,2,5310,1,-13573.4,-13592.9,-2945.8,98.7185,-134.9589
10118,0,1,7,25,0,1,5310,2,-13177.9,-13976.6,-2945.8,98.7185,-133.3152
10119,0,1,7,26,0,2,3417,2,-12771.5,-14348.9,-2945.8,98.7185,-131.6713
10120,0,1,7,27,0,1,3417,1,-12354.6,-14709.4,-2945.8,98.7185,-130.0273
10121,0,1,7,28,0,1,3417,0,-11927.6,-15057.7,-2945.8,98.7185,-128.3837
10122,0,1,7,29,0,2,2096,0,-11044.4,-15717.0,-2945.8,98.7185,-125.0959
10123,0,1,7,30,0,1,2096,1,-10589.0,-16027.3,-2945.8,98.7185,-123.4521
10124,0,1,7,31,0,2,2096,2,-10124.9,-16324.5,-2945.8,98.7185,-121.8083
10125,0,1,7,32,0,1,3494,0,-9652.41,-16608.2,-2945.8,98.7185,-120.1644
10126,0,1,7,33,0,2,3494,1,-9172.0,-16878.3,-2945.8,98.7185,-118.5205
10127,0,1,7,34,0,1,3494,2,-8684.05,-17134.5,-2945.8,98.7185,-116.8767
10128,0,1,7,35,0,2,3823,2,-8188.95,-17376.5,-2945.8,98.7185,-115.2329
10129,0,1,7,36,0,1,3823,1,-7178.94,-17817.6,-2945.8,98.7185,-111.9451
10130,0,1,7,37,0,2,3823,0,-6664.87,-18016.2,-2945.8,98.7185,-110.3013
10131,0,1,7,38,0,1,3960,0,-6145.31,-18199.9,-2945.8,98.7185,-108.6576
10132,0,1,7,39,0,2,3960,1,-5620.69,-18368.7,-2945.8,98.7185,-107.0137
10133,0,1,7,40,0,1,3960,2,-5091.44,-18522.4,-2945.8,98.7185,-105.3699
10134,0,1,7,41,0,2,6514,2,-4558.0,-18660.8,-2945.8,98.7185,-103.726
10135,0,1,7,42,0,1,6514,1,-3480.32,-18891.5,-2945.8,98.7185,-100.4384
10136,0,1,7,43,0,2,6514,0,-2936.96,-18983.6,-2945.8,98.7185,-98.7945
10137,0,1,7,44,0,1,5601,0,-2391.17,-19060.0,-2945.8,98.7185,-97.1507
10138,0,1,7,45,0,1,5601,1,-1843.43,-19120.8,-2945.8,98.7185,-95.5068
10139,0,1,7,46,0,2,5601,2,-1294.16,-19165.8,-2945.8,98.7185,-93.863
10140,0,1,7,47,0,2,7227,2,-743.833,-19195.0,-2945.8,98.7185,-92.2192
10141,0,1,7,48,0,2,7227,1,358.2113,-19206.1,-2945.8,98.7185,-88.9315
10142,0,1,7,49,0,1,7227,0,909.0172,-19187.9,-2945.8,98.7185,-87.2877
10143,0,1,7,50,0,2,7483,0,1459.075,-19153.9,-2945.8,98.7185,-85.6438
10144,0,1,7,51,0,1,7483,1,2007.933,-19104.2,-2945.8,98.7185,-84.0
10145,0,1,7,52,0,2,7483,2,2555.14,-19038.7,-2945.8,98.7185,-82.3561
10146,0,1,7,53,0,1,5282,0,3100.241,-18957.6,-2945.8,98.7185,-80.7123
10147,0,1,7,54,0,2,5282,1,3642.79,-18860.9,-2945.8,98.7185,-79.0685
10148,0,1,7,55,0,1,5282,2,4718.451,-18620.9,-2945.8,98.7185,-75.7808
10149,0,1,7,56,0,2,5200,0,5250.676,-18477.9,-2945.8,98.7185,-74.137
10150,0,1,7,57,0,1,5200,1,5778.582,-18319.7,-2945.8,98.7185,-72.4932
10151,0,1,7,58,0,2,5200,2,6301.73,-18146.4,-2945.8,98.7185,-70.8493
10152,0,1,7,59,0,1,3804,0,6819.69,-17958.1,-2945.8,98.7185,-69.2054
10153,0,1,7,60,0,2,3804,1,7332.038,-17755.1,-2945.8,98.7185,-67.5616
10154,0,1,7,61,0,1,3804,2,8338.212,-17305.4,-2945.8,98.7185,-64.274
10155,0,1,7,62,0,1,4116,0,8831.209,-17059.1,-2945.8,98.7185,-62.6302
10156,0,1,7,63,0,2,4116,1,9316.938,-16798.7,-2945.8,98.7185,-60.9863
10157,0,1,7,64,0,1,4116,2,9794.999,-16524.5,-2945.8,98.7185,-59.3424
10158,0,1,7,65,0,2,4996,0,10265.0,-16236.8,-2945.8,98.7185,-57.6987
10159,0,1,7,66,0,1,4996,1,10726.55,-15935.6,-2945.8,98.7185,-56.0548
10160,0,1,7,67,0,2,4996,2,11622.79,-15294.2,-2945.8,98.7185,-52.7671
10161,0,1,7,68,0,1,5239,0,12056.74,-14954.5,-2945.8,98.7185,-51.1233
10162,0,1,7,69,0,2,5239,1,12480.77,-14602.5,-2945.8,98.7185,-49.4795
10163,0,1,7,70,0,1,5239,2,12894.53,-14238.5,-2945.8,98.7185,-47.8357
10164,0,1,7,71,0,2,5105,2,13297.68,-13862.7,-2945.8,98.7185,-46.1918
10165,0,1,7,72,0,1,5105,1,13689.87,-13475.5,-2945.8,98.7185,-44.5479
10166,0,1,7,73,0,2,5105,0,14070.8,-13077.3,-2945.8,98.7185,-42.9042
10167,0,1,7,74,0,1,6132,0,14797.62,-12248.8,-2945.8,98.7185,-39.6164
10168,0,1,7,75,0,2,6132,1,15142.9,-11819.3,-2945.8,98.7185,-37.9727
10169,0,1,7,76,0,1,6132,2,15475.72,-11380.0,-2945.8,98.7185,-36.3287
10170,0,1,7,77,0,2,5241,2,15795.8,-10931.4,-2945.8,98.7185,-34.685
10171,0,1,7,78,0,1,5241,1,16102.89,-10473.8,-2945.8,98.7185,-33.0412
10172,0,1,7,79,0,1,5241,0,16396.71,-10007.5,-2945.8,98.7185,-31.3972
10173,0,1,7,80,0,2,4662,0,16943.65,-9050.71,-2945.8,98.7185,-28.1096
10174,0,1,7,81,0,1,4662,1,17196.31,-8560.93,-2945.8,98.7185,-26.4657
10175,0,1,7,82,0,2,4662,2,17434.81,-8064.11,-2945.8,98.7185,-24.8219
10176,0,1,7,83,0,1,6890,2,17658.97,-7560.65,-2945.8,98.7185,-23.1781
10177,0,1,7,84,0,2,6890,1,17868.59,-7050.96,-2945.8,98.7185,-21.5342
10178,0,1,7,85,0,1,6890,0,18063.5,-6535.48,-2945.8,98.7185,-19.8904
10179,0,1,7,86,0,2,6880,0,18408.58,-5488.79,-2945.8,98.7185,-16.6027
10180,0,1,7,87,0,1,6880,1,18558.46,-4958.46,-2945.8,98.7185,-14.9589
10181,0,1,7,88,0,2,6880,2,18693.06,-4424.04,-2945.8,98.7185,-13.3151
10182,0,1,7,89,0,1,6747,2,18812.28,-3885.98,-2945.8,98.7185,-11.6712
10183,0,1,7,90,0,2,6747,1,18916.01,-3344.73,-2945.8,98.7185,-10.0274
10184,0,1,7,91,0,1,6747,0,19004.17,-2800.72,-2945.8,98.7185,-8.3836
10185,0,1,7,92,0,2,2116,0,19133.51,-1706.24,-2945.8,98.7185,-5.0959
10186,0,1,7,93,0,1,2116,1,19174.59,-1156.66,-2945.8,98.7185,-3.452
10187,0,1,7,94,0,2,2116,2,19199.88,-606.139,-2945.8,98.7185,-1.8082
10188,0,1,7,95,0,1,2762,0,19209.36,-55.111,-2945.8,98.7185,-0.1644
10189,0,1,7,96,0,1,2762,1,19203.04,495.9577,-2945.8,98.7185,1.4795
10190,0,1,7,97,0,2,2762,2,19180.91,1046.619,-2945.8,98.7185,3.1233
10191,0,1,7,98,0,2,2818,2,19142.99,1596.42,-2945.8,98.7185,4.7671
10192,0,1,7,99,0,2,2818,1,19019.93,2691.629,-2945.8,98.7185,8.0548
10193,0,1,7,100,0,1,2818,0,18934.89,3236.135,-2945.8,98.7185,9.6986
10194,0,1,7,101,0,2,6516,2,18834.26,3777.976,-2945.8,98.7185,11.3425
10195,0,1,7,102,0,1,6516,1,18718.14,4316.709,-2945.8,98.7185,12.9863
10196,0,1,7,103,0,2,6516,0,18586.6,4851.887,-2945.8,98.7185,14.6301
10197,0,1,7,104,0,2,7520,2,18439.77,5383.076,-2945.8,98.7185,16.274
10198,0,1,7,105,0,2,7520,1,18100.71,6431.723,-2945.8,98.7185,19.5616
10199,0,1,7,106,0,1,7520,0,17908.75,6948.32,-2945.8,98.7185,21.2055
10200,0,1,7,107,0,2,7334,0,17702.06,7459.197,-2945.8,98.7185,22.8493
10201,0,1,7,108,0,1,7334,1,17480.8,7963.936,-2945.8,98.7185,24.4932
10202,0,1,7,109,0,2,7334,2,17245.15,8462.12,-2945.8,98.7185,26.137
10203,0,1,7,110,0,2,3702,2,16995.3,8953.338,-2945.8,98.7185,27.7808
10204,0,1,7,111,0,2,3702,1,16453.87,9913.27,-2945.8,98.7185,31.0685
10205,0,1,7,112,0,1,3702,0,16162.72,10381.19,-2945.8,98.7185,32.7123
10206,0,1,7,113,0,1,5065,0,15858.27,10840.57,-2945.8,98.7185,34.3562
10207,0,1,7,114,0,2,5065,1,15540.76,11291.03,-2945.8,98.7185,36.0
10208,0,1,7,115,0,1,5065,2,15210.47,11732.19,-2945.8,98.7185,37.6438
10209,0,1,7,116,0,2,3661,0,14867.65,12163.7,-2945.8,98.7185,39.2877
10210,0,1,7,117,0,2,3661,1,14512.6,12585.19,-2945.8,98.7185,40.9315
10211,0,1,7,118,0,1,3661,2,13766.97,13396.76,-2945.8,98.7185,44.2192
10212,0,1,7,119,0,1,3897,0,13377.0,13786.17,-2945.8,98.7185,45.863
10213,0,1,7,120,0,2,3897,1,12976.02,14164.24,-2945.8,98.7185,47.5068
10214,0,1,7,121,0,1,3897,2,12564.35,14530.64,-2945.8,98.7185,49.1507
10215,0,1,7,122,0,2,3196,0,12142.35,14885.09,-2945.8,98.7185,50.7945
10216,0,1,7,123,0,1,3196,1,11710.35,15227.29,-2945.8,98.7185,52.4384
10217,0,1,7,124,0,2,3196,2,10817.81,15873.8,-2945.8,98.7185,55.726
10218,0,1,7,125,0,1,2956,0,10357.99,16177.59,-2945.8,98.7185,57.3699
10219,0,1,7,126,0,2,2956,1,9889.654,16468.07,-2945.8,98.7185,59.0137
10220,0,1,7,127,0,1,2956,2,9413.175,16744.99,-2945.8,98.7185,60.6575
10221,0,1,7,128,0,2,5181,0,8928.947,17008.13,-2945.8,98.7185,62.3014
10222,0,1,7,129,0,1,5181,1,8437.369,17257.27,-2945.8,98.7185,63.9452
10223,0,1,7,130,0,1,5181,2,7433.794,17712.74,-2945.8,98.7185,67.2329
10224,0,1,7,131,0,2,3927,0,6922.619,17918.7,-2945.8,98.7185,68.8767
10225,0,1,7,132,0,1,3927,1,6405.747,18109.91,-2945.8,98.7185,70.5205
10226,0,1,7,133,0,2,3927,2,5883.602,18286.22,-2945.8,98.7185,72.1644
10227,0,1,7,134,0,1,5400,2,5356.615,18447.47,-2945.8,98.7185,73.8082
10228,0,1,7,135,0,2,5400,1,4825.219,18593.54,-2945.8,98.7185,75.4521
10229,0,1,7,136,0,2,5400,0,4289.851,18724.31,-2945.8,98.7185,77.0959
10230,0,1,7,137,0,1,5633,0,3208.968,18939.51,-2945.8,98.7185,80.3836
10231,0,1,7,138,0,1,5633,1,2664.341,19023.77,-2945.8,98.7185,82.0274
10232,0,1,7,139,0,2,5633,2,2117.519,19092.37,-2945.8,98.7185,83.6712
10233,0,1,7,140,0,1,7093,2,1568.958,19145.26,-2945.8,98.7185,85.3151
10234,0,1,7,141,0,2,7093,1,1019.103,19182.39,-2945.8,98.7185,86.9589
10235,0,1,7,142,0,1,7093,0,468.4103,19203.73,-2945.8,98.7185,88.6027
10236,0,1,7,143,0,2,7512,0,-633.679,19198.99,-2945.8,98.7185,91.8904
10237,0,1,7,144,0,1,7512,1,-1184.17,19172.91,-2945.8,98.7185,93.5343
10238,0,1,7,145,0,2,7512,2,-1733.68,19131.05,-2945.8,98.7185,95.1781
10239,0,1,7,146,0,1,6144,2,-2281.77,19073.44,-2945.8,98.7185,96.8219
10240,0,1,7,147,0,2,6144,1,-2827.98,19000.14,-2945.8,98.7185,98.4658
10241,0,1,7,148,0,1,6144,0,-3371.86,18911.19,-2945.8,98.7185,100.1096
10242,0,1,7,149,0,1,5717,0,-4450.85,18686.69,-2945.8,98.7185,103.3973
10243,0,1,7,150,0,2,5717,1,-4985.08,18551.32,-2945.8,98.7185,105.0411
10244,0,1,7,151,0,1,5717,2,-5515.2,18400.68,-2945.8,98.7185,106.6849
10245,0,1,7,152,0,2,3598,2,-6040.78,18234.9,-2945.8,98.7185,108.3288
10246,0,1,7,153,0,1,3598,1,-6561.39,18054.11,-2945.8,98.7185,109.9726
10247,0,1,7,154,0,2,3598,0,-7076.59,17858.46,-2945.8,98.7185,111.6164
10248,0,1,7,155,0,2,4873,0,-8089.11,17423.23,-2945.8,98.7185,114.9041
10249,0,1,7,156,0,1,4873,1,-8585.59,17184.01,-2945.8,98.7185,116.5479
10250,0,1,7,157,0,1,4873,2,-9075.01,16930.65,-2945.8,98.7185,118.1918
10251,0,1,7,158,0,2,2979,2,-9556.95,16663.35,-2945.8,98.7185,119.8356
10252,0,1,7,159,0,1,2979,1,-10031.0,16382.34,-2945.8,98.7185,121.4794
10253,0,1,7,160,0,2,2979,0,-10496.9,16087.84,-2945.8,98.7185,123.1234
10254,0,1,7,161,0,2,3325,2,-10954.0,15780.1,-2945.8,98.7185,124.767
10255,0,1,7,162,0,2,3325,1,-11841.0,15125.93,-2945.8,98.7185,128.0548
10256,0,1,7,163,0,1,3325,0,-12270.0,14780.03,-2945.8,98.7185,129.6986
10257,0,1,7,164,0,2,3125,0,-12689.0,14421.96,-2945.8,98.7185,131.3426
10258,0,1,7,165,0,1,3125,1,-13097.5,14052.02,-2945.8,98.7185,132.9864
10259,0,1,7,166,0,1,3125,2,-13495.2,13670.52,-2945.8,98.7185,134.6302
10260,0,1,7,167,0,2,5153,2,-13881.8,13277.77,-2945.8,98.7185,136.2741
10261,0,1,7,168,0,1,5153,1,-14620.4,12459.81,-2945.8,98.7185,139.5617
10262,0,1,7,169,0,2,5153,0,-14971.8,12035.27,-2945.8,98.7185,141.2055
10263,0,1,7,170,0,1,4118,0,-15310.9,11600.83,-2945.8,98.7185,142.8494
10264,0,1,7,171,0,2,4118,1,-15637.4,11156.85,-2945.8,98.7185,144.4932
10265,0,1,7,172,0,1,4118,2,-15951.0,10703.67,-2945.8,98.7185,146.137
10266,0,1,7,173,0,2,4942,2,-16251.5,10241.69,-2945.8,98.7185,147.7809
10267,0,1,7,174,0,2,4942,1,-16812.1,9292.828,-2945.8,98.7185,151.0685
10268,0,1,7,175,0,1,4942,0,-17071.7,8806.725,-2945.8,98.7185,152.7123
10269,0,1,7,176,0,1,6678,0,-17317.3,8313.375,-2945.8,98.7185,154.3561
10270,0,1,7,177,0,2,6678,1,-17548.7,7813.181,-2945.8,98.7185,156.0
10271,0,1,7,178,0,1,6678,2,-17765.6,7306.556,-2945.8,98.7185,157.6438
10272,0,1,7,179,0,2,7284,0,-17967.9,6793.918,-2945.8,98.7185,159.2877
10273,0,1,7,180,0,2,7284,1,-18155.4,6275.688,-2945.8,98.7185,160.9315
10274,0,1,7,181,0,1,7284,2,-18485.4,5224.161,-2945.8,98.7185,164.2192
10275,0,1,7,182,0,1,7535,0,-18627.7,4691.731,-2945.8,98.7185,165.863
10276,0,1,7,183,0,1,7535,1,-18754.6,4155.44,-2945.8,98.7185,167.5069
10277,0,1,7,184,0,2,7535,2,-18866.1,3615.729,-2945.8,98.7185,169.1507
10278,0,1,7,185,0,1,7367,0,-18962.0,3073.04,-2945.8,98.7185,170.7945
10279,0,1,7,186,0,2,7367,1,-19042.4,2527.823,-2945.8,98.7185,172.4384
10280,0,1,7,187,0,1,7367,2,-19156.0,1431.598,-2945.8,98.7185,175.726
10281,0,1,7,188,0,2,2253,0,-19189.2,881.4919,-2945.8,98.7185,177.3699
10282,0,1,7,189,0,1,2253,1,-19206.6,330.6604,-2945.8,98.7185,179.0137
10283,0,1,8,1,0,1,2143,1,-19128.6,-494.033,-3396.27,100.0646,-178.5206
10284,0,1,8,2,0,1,2143,0,-19106.5,-1042.56,-3396.27,100.0647,-176.8767
10285,0,1,8,3,0,2,2619,2,-19068.7,-1590.23,-3396.27,100.0647,-175.2329
10286,0,1,8,4,0,2,2619,1,-19015.3,-2136.59,-3396.27,100.0646,-173.589
10287,0,1,8,5,0,1,2619,0,-18946.2,-2681.19,-3396.27,100.0646,-171.9452
10288,0,1,8,6,0,2,2861,2,-18861.4,-3223.58,-3396.27,100.0647,-170.3014
10289,0,1,8,7,0,1,2861,1,-18761.2,-3763.32,-3396.27,100.0647,-168.6575
10290,0,1,8,8,0,2,2861,0,-18645.5,-4299.97,-3396.27,100.0647,-167.0137
10291,0,1,8,9,0,1,6333,0,-18514.5,-4833.07,-3396.27,100.0647,-165.3699
10292,0,1,8,10,0,2,6333,1,-18368.2,-5362.2,-3396.27,100.0647,-163.726
10293,0,1,8,11,0,2,6333,2,-18206.9,-5886.91,-3396.27,100.0646,-162.0822
10294,0,1,8,12,0,1,6930,2,-18030.5,-6406.78,-3396.27,100.0646,-160.4383
10295,0,1,8,13,0,1,6930,1,-17839.3,-6921.37,-3396.27,100.0646,-158.7945
10296,0,1,8,14,0,2,6930,0,-17633.4,-7430.27,-3396.27,100.0646,-157.1507
10297,0,1,8,15,0,1,4336,2,-17413.0,-7933.05,-3396.27,100.0646,-155.5068
10298,0,1,8,16,0,2,4336,1,-17178.3,-8429.3,-3396.27,100.0646,-153.8631
10299,0,1,8,17,0,1,4336,0,-16929.4,-8918.61,-3396.27,100.0646,-152.2192
10300,0,1,8,18,0,2,4278,2,-16666.6,-9400.58,-3396.27,100.0646,-150.5754
10301,0,1,8,19,0,2,4278,1,-16390.0,-9874.82,-3396.27,100.0647,-148.9314
10302,0,1,8,20,0,1,4278,0,-16100.0,-10340.9,-3396.27,100.0647,-147.2877
10303,0,1,8,21,0,2,5556,2,-15796.8,-10798.5,-3396.27,100.0646,-145.644
10304,0,1,8,22,0,1,5556,1,-15480.5,-11247.2,-3396.27,100.0646,-144.0001
10305,0,1,8,23,0,2,5556,0,-15151.5,-11686.7,-3396.27,100.0646,-142.3562
10306,0,1,8,24,0,1,5041,0,-14810.0,-12116.5,-3396.27,100.0646,-140.7124
10307,0,1,8,25,0,2,5041,1,-14456.3,-12536.4,-3396.27,100.0646,-139.0684
10308,0,1,8,26,0,2,5041,2,-14090.7,-12945.9,-3396.27,100.0647,-137.4246
10309,0,1,8,27,0,1,5189,2,-13713.6,-13344.8,-3396.27,100.0646,-135.7809
10310,0,1,8,28,0,1,5189,1,-13325.1,-13732.7,-3396.27,100.0646,-134.137
10311,0,1,8,29,0,2,5189,0,-12925.7,-14109.3,-3396.27,100.0646,-132.4932
10312,0,1,8,30,0,1,5893,2,-12515.6,-14474.3,-3396.27,100.0646,-130.8492
10313,0,1,8,31,0,2,5893,1,-12095.3,-14827.4,-3396.27,100.0646,-129.2055
10314,0,1,8,32,0,1,5893,0,-11664.9,-15168.2,-3396.27,100.0647,-127.5616
10315,0,1,8,33,0,2,2957,2,-11225.0,-15496.6,-3396.27,100.0647,-125.9178
10316,0,1,8,34,0,1,2957,1,-10775.9,-15812.2,-3396.27,100.0646,-124.2741
10317,0,1,8,35,0,1,2957,0,-10317.8,-16114.8,-3396.27,100.0647,-122.6302
10318,0,1,8,36,0,2,2082,2,-9851.3,-16404.2,-3396.27,100.0646,-120.9863
10319,0,1,8,37,0,1,2082,1,-9376.66,-16680.0,-3396.27,100.0647,-119.3425
10320,0,1,8,38,0,1,2082,0,-8894.32,-16942.2,-3396.27,100.0646,-117.6986
10321,0,1,8,39,0,2,1968,2,-8404.64,-17190.3,-3396.27,100.0647,-116.0548
10322,0,1,8,40,0,2,1968,1,-7908.06,-17424.4,-3396.27,100.0646,-114.4109
10323,0,1,8,41,0,1,1968,0,-7404.96,-17644.0,-3396.27,100.0647,-112.7672
10324,0,1,8,42,0,2,2104,2,-6895.77,-17849.2,-3396.27,100.0646,-111.1233
10325,0,1,8,43,0,1,2104,1,-6380.9,-18039.7,-3396.27,100.0646,-109.4794
10326,0,1,8,44,0,2,2104,0,-5860.78,-18215.3,-3396.27,100.0646,-107.8356
10327,0,1,8,45,0,1,6413,2,-5335.84,-18375.9,-3396.27,100.0647,-106.1918
10328,0,1,8,46,0,1,6413,1,-4806.5,-18521.4,-3396.27,100.0647,-104.5479
10329,0,1,8,47,0,2,6413,0,-4273.21,-18651.7,-3396.27,100.0646,-102.9041
10330,0,1,8,48,0,2,5978,2,-3736.41,-18766.6,-3396.27,100.0646,-101.2603
10331,0,1,8,49,0,1,5978,1,-3196.52,-18866.1,-3396.27,100.0646,-99.6164
10332,0,1,8,50,0,2,5978,0,-2654.01,-18950.0,-3396.27,100.0646,-97.9726
10333,0,1,8,51,0,1,7415,2,-2109.31,-19018.3,-3396.27,100.0647,-96.3288
10334,0,1,8,52,0,1,7415,1,-1562.87,-19071.0,-3396.27,100.0646,-94.6849
10335,0,1,8,53,0,1,7415,0,-1015.15,-19108.0,-3396.27,100.0646,-93.0411
10336,0,1,8,54,0,2,7116,2,-466.594,-19129.2,-3396.27,100.0647,-91.3973
10337,0,1,8,55,0,2,7116,1,82.3478,-19134.8,-3396.27,100.0646,-89.7534
10338,0,1,8,56,0,1,7116,0,631.2202,-19124.5,-3396.27,100.0647,-88.1096
10339,0,1,8,57,0,2,5589,2,1179.574,-19098.5,-3396.27,100.0647,-86.4658
10340,0,1,8,58,0,1,5589,1,1726.957,-19056.8,-3396.27,100.0647,-84.8219
10341,0,1,8,59,0,2,5589,0,2272.918,-18999.5,-3396.27,100.0646,-83.1781
10342,0,1,8,60,0,1,5836,0,2817.011,-18926.4,-3396.27,100.0647,-81.5342
10343,0,1,8,61,0,2,5836,1,3358.783,-18837.8,-3396.27,100.0647,-79.8904
10344,0,1,8,62,0,2,5836,2,3897.79,-18733.7,-3396.27,100.0647,-78.2466
10345,0,1,8,63,0,1,5407,2,4433.59,-18614.2,-3396.27,100.0647,-76.6027
10346,0,1,8,64,0,1,5407,1,4965.74,-18479.4,-3396.27,100.0646,-74.9589
10347,0,1,8,65,0,2,5407,0,5493.805,-18329.3,-3396.27,100.0647,-73.3151
10348,0,1,8,66,0,1,2089,2,6017.346,-18164.2,-3396.27,100.0646,-71.6713
10349,0,1,8,67,0,2,2089,1,6535.935,-17984.1,-3396.27,100.0646,-70.0274
10350,0,1,8,68,0,1,2089,0,7049.143,-17789.2,-3396.27,100.0646,-68.3836
10351,0,1,8,69,0,2,3776,2,7556.55,-17579.7,-3396.27,100.0646,-66.7398
10352,0,1,8,70,0,2,3776,1,8057.737,-17355.6,-3396.27,100.0647,-65.0958
10353,0,1,8,71,0,1,3776,0,8552.292,-17117.4,-3396.27,100.0646,-63.4521
10354,0,1,8,72,0,1,3167,2,9039.808,-16865.0,-3396.27,100.0646,-61.8082
10355,0,1,8,73,0,1,3167,1,9519.883,-16598.7,-3396.27,100.0647,-60.1644
10356,0,1,8,74,0,2,3167,0,9992.123,-16318.8,-3396.27,100.0646,-58.5206
10357,0,1,8,75,0,1,3159,0,10456.14,-16025.4,-3396.27,100.0647,-56.8766
10358,0,1,8,76,0,2,3159,1,10911.55,-15718.9,-3396.27,100.0646,-55.2329
10359,0,1,8,77,0,2,3159,2,11357.98,-15399.4,-3396.27,100.0647,-53.589
10360,0,1,8,78,0,1,5164,2,11795.06,-15067.3,-3396.27,100.0646,-51.9453
10361,0,1,8,79,0,1,5164,1,12222.43,-14722.7,-3396.27,100.0646,-50.3014
10362,0,1,8,80,0,2,5164,0,12639.74,-14366.0,-3396.27,100.0647,-48.6575
10363,0,1,8,81,0,1,5877,2,13046.65,-13997.5,-3396.27,100.0647,-47.0136
10364,0,1,8,82,0,2,5877,1,13442.82,-13617.5,-3396.27,100.0646,-45.3699
10365,0,1,8,83,0,1,5877,0,13827.92,-13226.3,-3396.27,100.0646,-43.7261
10366,0,1,8,84,0,2,5213,2,14201.65,-12824.2,-3396.27,100.0646,-42.0823
10367,0,1,8,85,0,1,5213,1,14563.68,-12411.5,-3396.27,100.0646,-40.4384
10368,0,1,8,86,0,1,5213,0,14913.73,-11988.6,-3396.27,100.0646,-38.7945
10369,0,1,8,87,0,2,4309,2,15251.5,-11555.8,-3396.27,100.0647,-37.1506
10370,0,1,8,88,0,1,4309,1,15576.72,-11113.6,-3396.27,100.0646,-35.5069
10371,0,1,8,89,0,1,4309,0,15889.12,-10662.2,-3396.27,100.0646,-33.8631
10372,0,1,8,90,0,2,4396,2,16188.44,-10202.0,-3396.27,100.0646,-32.2192
10373,0,1,8,91,0,2,4396,1,16474.43,-9733.38,-3396.27,100.0646,-30.5753
10374,0,1,8,92,0,2,4396,0,16746.87,-9256.79,-3396.27,100.0646,-28.9315
10375,0,1,8,93,0,1,5242,2,17005.52,-8772.57,-3396.27,100.0646,-27.2877
10376,0,1,8,94,0,1,5242,1,17250.18,-8281.13,-3396.27,100.0646,-25.6438
10377,0,1,8,95,0,2,5242,0,17480.63,-7782.88,-3396.27,100.0646,-24.0
10378,0,1,8,96,0,1,6819,2,17696.7,-7278.22,-3396.27,100.0646,-22.3562
10379,0,1,8,97,0,1,6819,1,17898.2,-6767.57,-3396.27,100.0646,-20.7123
10380,0,1,8,98,0,2,6819,0,18084.98,-6251.35,-3396.27,100.0646,-19.0685
10381,0,1,8,99,0,2,2176,2,18256.86,-5729.98,-3396.27,100.0646,-17.4246
10382,0,1,8,100,0,1,2176,1,18413.72,-5203.9,-3396.27,100.0646,-15.7808
10383,0,1,8,101,0,2,2176,0,18555.42,-4673.54,-3396.27,100.0646,-14.137
10384,0,1,8,102,0,1,2250,2,18681.85,-4139.32,-3396.27,100.0646,-12.4931
10385,0,1,8,103,0,1,2250,1,18792.91,-3601.71,-3396.27,100.0646,-10.8493
10386,0,1,8,104,0,1,2250,0,18888.49,-3061.12,-3396.27,100.0646,-9.2055
10387,0,1,8,105,0,2,2774,2,18968.53,-2518.02,-3396.27,100.0646,-7.5616
10388,0,1,8,106,0,2,2774,1,19032.96,-1972.85,-3396.27,100.0646,-5.9178
10389,0,1,8,107,0,1,2774,0,19081.72,-1426.05,-3396.27,100.0646,-4.274
10390,0,1,8,108,0,2,1542,2,19114.78,-878.075,-3396.27,100.0646,-2.6301
10391,0,1,8,109,0,1,1542,1,19132.1,-329.38,-3396.27,100.0646,-0.9863
10392,0,1,8,110,0,2,1542,0,19133.67,219.5895,-3396.27,100.0646,0.6575
10393,0,1,8,111,0,1,2936,0,19119.5,768.3745,-3396.27,100.0646,2.3014
10394,0,1,8,112,0,2,2936,1,19089.59,1316.528,-3396.27,100.0646,3.9452
10395,0,1,8,113,0,2,2936,2,19043.97,1863.598,-3396.27,100.0646,5.589
